Stu Strm Ldesc,Ag Area Sdesc,Cla Subject Ldesc,Cla Catalog Nbr,Cla Class Section,Cla Instructor Name,Official Enrollmt,Grades Received,Grades Pct of Enrolled,gpa,A,A-,B+,B,B- ,C+,C,C- ,D+,D,D- ,"F, F+",W,Cr,Nc,Other
Fall 2016,Arch&UrbPl,Architecture, 100,001,"Keane,Mark Richard",170,154,90.6%,2.861,25,10,14,26,40,9,4,2,1,1,1,8,6,,,13
Fall 2016,Arch&UrbPl,Architecture, 100,202,"Keane,Mark Richard",32,27,84.4%,2.873,4,2,4,4,2,1,2,,,,,2,1,,,6
Fall 2016,Arch&UrbPl,Architecture, 100,203,"Keane,Mark Richard",13,11,84.6%,3.750,5,1,1,1,,,,,,,,,,,,3
Fall 2016,Arch&UrbPl,Architecture, 100,Course Total,Course Total,215,192,89.3%,2.904,34,13,19,31,42,10,6,2,1,1,1,10,7,,,22
Fall 2016,Arch&UrbPl,Architecture, 102,001,"Benyamin,Jasmine W",170,162,95.3%,2.637,22,17,17,31,9,16,14,8,7,4,5,9,4,,2,1
Fall 2016,Arch&UrbPl,Architecture, 102,Course Total,Course Total,170,162,95.3%,2.637,22,17,17,31,9,16,14,8,7,4,5,9,4,,2,1
Fall 2016,Arch&UrbPl,Architecture, 110,001,"Stroschein-Taylor,Tammy S",91,87,95.6%,2.843,26,10,10,12,3,2,7,4,1,2,1,9,2,,,
Fall 2016,Arch&UrbPl,Architecture, 110,Course Total,Course Total,91,87,95.6%,2.843,26,10,10,12,3,2,7,4,1,2,1,9,2,,,
Fall 2016,Arch&UrbPl,Architecture, 190,001,"Anderson,Cynthia Elizabeth",15,15,100.0%,3.048,6,3,,1,,1,,,1,1,,1,,,,1
Fall 2016,Arch&UrbPl,Architecture, 190,002,"Saboori,Leila",15,15,100.0%,3.244,4,3,3,1,,2,2,,,,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 190,Course Total,Course Total,30,30,100.0%,3.149,10,6,3,2,,3,2,,1,1,,1,,,,1
Fall 2016,Arch&UrbPl,Architecture, 282,401,"Reynolds,Kyle G",115,109,94.8%,2.682,17,16,18,18,7,6,5,2,1,1,1,16,4,,,1
Fall 2016,Arch&UrbPl,Architecture, 282,Course Total,Course Total,115,109,94.8%,2.682,17,16,18,18,7,6,5,2,1,1,1,16,4,,,1
Fall 2016,Arch&UrbPl,Architecture, 300,001,"Benyamin,Jasmine W",9,8,88.9%,3.084,,2,2,2,1,,1,,,,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 300,Course Total,Course Total,9,8,88.9%,3.084,,2,2,2,1,,1,,,,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 301,401,"Utzinger,Dennis M",87,84,96.6%,3.191,16,18,16,15,10,2,2,2,,1,,2,,,,
Fall 2016,Arch&UrbPl,Architecture, 301,Course Total,Course Total,87,84,96.6%,3.191,16,18,16,15,10,2,2,2,,1,,2,,,,
Fall 2016,Arch&UrbPl,Architecture, 310,401,"Tejchman,Filip",109,102,93.6%,3.267,27,23,11,17,12,2,3,1,1,1,,2,3,,,2
Fall 2016,Arch&UrbPl,Architecture, 310,Course Total,Course Total,109,102,93.6%,3.267,27,23,11,17,12,2,3,1,1,1,,2,3,,,2
Fall 2016,Arch&UrbPl,Architecture, 350,001,"Keane,Mark Richard",34,33,97.1%,3.177,6,3,8,11,1,1,1,,,,,1,,,,1
Fall 2016,Arch&UrbPl,Architecture, 350,Course Total,Course Total,34,33,97.1%,3.177,6,3,8,11,1,1,1,,,,,1,,,,1
Fall 2016,Arch&UrbPl,Architecture, 380,001,"Keane,Mark Richard",12,12,100.0%,2.752,1,3,,3,2,,1,1,,,,1,,,,
Fall 2016,Arch&UrbPl,Architecture, 380,Course Total,Course Total,12,12,100.0%,2.752,1,3,,3,2,,1,1,,,,1,,,,
Fall 2016,Arch&UrbPl,Architecture, 382,001,"Avila-Landero,Oscar",21,21,100.0%,3.699,11,6,2,,1,1,,,,,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 382,202,"Stagg,Josef",23,22,95.7%,3.258,9,5,,3,,1,1,,3,,,,1,,,
Fall 2016,Arch&UrbPl,Architecture, 382,Course Total,Course Total,44,43,97.7%,3.473,20,11,2,3,1,2,1,,3,,,,1,,,
Fall 2016,Arch&UrbPl,Architecture, 390,001,"Messner,Matthew Edward",16,16,100.0%,3.604,13,,,1,1,,,,,,,1,,,,
Fall 2016,Arch&UrbPl,Architecture, 390,002,"Cornelius,Chris T",11,11,100.0%,3.151,,1,3,7,,,,,,,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 390,003,"Zell,Maureen R",13,12,92.3%,2.333,7,,,,,,,,,,,5,,,,
Fall 2016,Arch&UrbPl,Architecture, 390,005,"Altshuler,Joseph A",15,14,93.3%,3.333,4,,5,2,3,,,,,,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 390,Course Total,Course Total,55,53,96.4%,3.151,24,1,8,10,4,,,,,,,6,,,,
Fall 2016,Arch&UrbPl,Architecture, 410,401,"Shields,James W",86,84,97.7%,3.194,4,20,28,17,7,4,2,1,,1,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 410,Course Total,Course Total,86,84,97.7%,3.194,4,20,28,17,7,4,2,1,,1,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 510,001,"Utzinger,Dennis M",23,22,95.7%,3.444,3,6,7,5,,,,,,,,,,,,1
Fall 2016,Arch&UrbPl,Architecture, 510,Course Total,Course Total,23,22,95.7%,3.444,3,6,7,5,,,,,,,,,,,,1
Fall 2016,Arch&UrbPl,Architecture, 516,001,"Earnest,Royce Michael",16,15,93.8%,3.757,6,7,2,,,,,,,,,,1,,,
Fall 2016,Arch&UrbPl,Architecture, 516,Course Total,Course Total,16,15,93.8%,3.757,6,7,2,,,,,,,,,,1,,,
Fall 2016,Arch&UrbPl,Architecture, 520,001,"Kong,Zhe",13,12,92.3%,3.250,2,3,2,2,1,2,,,,,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 520,Course Total,Course Total,13,12,92.3%,3.250,2,3,2,2,1,2,,,,,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 533,001,"Reynolds,Kyle G",14,14,100.0%,4.000,14,,,,,,,,,,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 533,002,"Lettow,Ash J",9,8,88.9%,3.206,,,5,3,,,,,,,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 533,003,"Moon,Whitney M",10,10,100.0%,3.801,6,3,,1,,,,,,,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 533,004,"Hanlon,Donald L",16,16,100.0%,3.543,7,5,,3,,,,,1,,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 533,Course Total,Course Total,49,48,98.0%,3.674,27,8,5,7,,,,,1,,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 560,001,"Jarosz,Matthew T",19,19,100.0%,3.563,5,8,3,1,2,,,,,,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 560,Course Total,Course Total,19,19,100.0%,3.563,5,8,3,1,2,,,,,,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 581,001,"Schermer,Brian K",23,22,95.7%,3.560,10,3,5,1,2,1,,,,,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 581,Course Total,Course Total,23,22,95.7%,3.560,10,3,5,1,2,1,,,,,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 583,802,"Snyder,Gil S",14,13,92.9%,3.667,4,5,4,,,,,,,,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 583,Course Total,Course Total,14,13,92.9%,3.667,4,5,4,,,,,,,,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 615,801,"Stagg,Josef",7,7,100.0%,3.619,3,1,2,1,,,,,,,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 615,802,"Krueger,William K",9,8,88.9%,3.541,5,,1,1,,,1,,,,,,1,,,
Fall 2016,Arch&UrbPl,Architecture, 615,803,"Wasley,James H",12,12,100.0%,3.583,5,2,3,1,1,,,,,,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 615,Course Total,Course Total,28,27,96.4%,3.580,13,3,6,3,1,,1,,,,,,1,,,
Fall 2016,Arch&UrbPl,Architecture, 635,801,"Jarosz,Matthew T",8,8,100.0%,3.418,,5,2,,,1,,,,,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 635,Course Total,Course Total,8,8,100.0%,3.418,,5,2,,,1,,,,,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 636,801,"Hanlon,Donald L",7,7,100.0%,3.336,1,5,,,,,,,,1,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 636,802,"Zell,Maureen R",13,13,100.0%,3.488,1,6,4,2,,,,,,,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 636,Course Total,Course Total,20,20,100.0%,3.435,2,11,4,2,,,,,,1,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 645,801,"Sen,Arijit H",8,8,100.0%,3.669,3,4,,,1,,,,,,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 645,Course Total,Course Total,8,8,100.0%,3.669,3,4,,,1,,,,,,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 675,801,"Schermer,Brian K",9,9,100.0%,3.780,3,6,,,,,,,,,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 675,Course Total,Course Total,9,9,100.0%,3.780,3,6,,,,,,,,,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 780,001,"Monnat,Robert B",13,12,92.3%,3.583,4,3,3,2,,,,,,,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 780,Course Total,Course Total,13,12,92.3%,3.583,4,3,3,2,,,,,,,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 782,401,"Reynolds,Kyle G",12,11,91.7%,3.576,8,2,,,,,,,,,,1,,,,
Fall 2016,Arch&UrbPl,Architecture, 782,Course Total,Course Total,12,11,91.7%,3.576,8,2,,,,,,,,,,1,,,,
Fall 2016,Arch&UrbPl,Architecture, 790,002,"Cornelius,Chris T",9,9,100.0%,3.444,,4,4,1,,,,,,,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 790,Course Total,Course Total,9,9,100.0%,3.444,,4,4,1,,,,,,,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 810,801,"Bouchard,Nikole R",12,11,91.7%,3.634,4,3,1,2,,,,,,,,,,,,1
Fall 2016,Arch&UrbPl,Architecture, 810,Course Total,Course Total,12,11,91.7%,3.634,4,3,1,2,,,,,,,,,,,,1
Fall 2016,Arch&UrbPl,Architecture, 825,801,"Snyder,Gil S",14,14,100.0%,3.668,3,8,3,,,,,,,,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 825,802,"Cornelius,Chris T",11,11,100.0%,3.334,,4,3,4,,,,,,,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 825,Course Total,Course Total,25,25,100.0%,3.521,3,12,6,4,,,,,,,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 834,801,"Johnsen,Brian M",11,11,100.0%,3.848,9,,1,1,,,,,,,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 834,Course Total,Course Total,11,11,100.0%,3.848,9,,1,1,,,,,,,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 836,801,"Hanlon,Donald L",6,6,100.0%,3.670,,6,,,,,,,,,,,,,,
Fall 2016,Arch&UrbPl,Architecture, 836,Course Total,Course Total,6,6,100.0%,3.670,,6,,,,,,,,,,,,,,
Fall 2016,Arch&UrbPl,Urban Planning, 140,401,"Meyer,Marissa Katherine",49,48,98.0%,2.979,12,7,8,8,2,1,2,1,2,2,1,2,1,,,
Fall 2016,Arch&UrbPl,Urban Planning, 140,Course Total,Course Total,49,48,98.0%,2.979,12,7,8,8,2,1,2,1,2,2,1,2,1,,,
Fall 2016,Arch&UrbPl,Urban Planning, 316,001,"Frank,Nancy K",31,29,93.5%,2.913,3,1,5,6,4,5,3,,,,,,1,,,2
Fall 2016,Arch&UrbPl,Urban Planning, 316,Course Total,Course Total,31,29,93.5%,2.913,3,1,5,6,4,5,3,,,,,,1,,,2
Fall 2016,Arch&UrbPl,Urban Planning, 350,001,"Harris,Kirk E",22,19,86.4%,3.245,1,4,9,1,2,2,,,,,,,,,,
Fall 2016,Arch&UrbPl,Urban Planning, 350,Course Total,Course Total,22,19,86.4%,3.245,1,4,9,1,2,2,,,,,,,,,,
Fall 2016,Arch&UrbPl,Urban Planning, 591,401,"Flack,David A",6,6,100.0%,2.600,2,,,1,,,1,,,,,1,,,,1
Fall 2016,Arch&UrbPl,Urban Planning, 591,Course Total,Course Total,6,6,100.0%,2.600,2,,,1,,,1,,,,,1,,,,1
Fall 2016,Arch&UrbPl,Urban Planning, 651,001,"Kessler,Gregory Wendell",13,13,100.0%,3.539,8,2,,1,,,1,1,,,,,,,,
Fall 2016,Arch&UrbPl,Urban Planning, 651,Course Total,Course Total,13,13,100.0%,3.539,8,2,,1,,,1,1,,,,,,,,
Fall 2016,Arch&UrbPl,Urban Planning, 684,001,"Casey,Timothy M",13,13,100.0%,3.918,9,3,,,,,,,,,,,,,,1
Fall 2016,Arch&UrbPl,Urban Planning, 684,Course Total,Course Total,13,13,100.0%,3.918,9,3,,,,,,,,,,,,,,1
Fall 2016,Arch&UrbPl,Urban Planning, 692,001,"Schneider,Robert James",6,6,100.0%,3.833,4,1,1,,,,,,,,,,,,,
Fall 2016,Arch&UrbPl,Urban Planning, 692,Course Total,Course Total,6,6,100.0%,3.833,4,1,1,,,,,,,,,,,,,
Fall 2016,Arch&UrbPl,Urban Planning, 701,001,"Strautmanis,Sigurd E",9,9,100.0%,3.750,6,,,2,,,,,,,,,,,,1
Fall 2016,Arch&UrbPl,Urban Planning, 701,Course Total,Course Total,9,9,100.0%,3.750,6,,,2,,,,,,,,,,,,1
Fall 2016,Arch&UrbPl,Urban Planning, 702,001,"Harris,Kirk E",9,9,100.0%,3.041,,,3,3,2,,,,,,,,,,,1
Fall 2016,Arch&UrbPl,Urban Planning, 702,Course Total,Course Total,9,9,100.0%,3.041,,,3,3,2,,,,,,,,,,,1
Fall 2016,Arch&UrbPl,Urban Planning, 711,001,"Frank,Nancy K",8,7,87.5%,3.717,1,6,,,,,,,,,,,,,,
Fall 2016,Arch&UrbPl,Urban Planning, 711,Course Total,Course Total,8,7,87.5%,3.717,1,6,,,,,,,,,,,,,,
Fall 2016,Arch&UrbPl,Urban Planning, 751,001,"Esswein,Carolyn J",11,11,100.0%,3.940,9,2,,,,,,,,,,,,,,
Fall 2016,Arch&UrbPl,Urban Planning, 751,Course Total,Course Total,11,11,100.0%,3.940,9,2,,,,,,,,,,,,,,
Fall 2016,Arch&UrbPl,Urban Planning, 791,401,"Flack,David A",15,15,100.0%,3.571,6,2,2,4,,,,,,,,,,,,1
Fall 2016,Arch&UrbPl,Urban Planning, 791,Course Total,Course Total,15,15,100.0%,3.571,6,2,2,4,,,,,,,,,,,,1
Fall 2016,Arch&UrbPl,Urban Planning, 794,001,"Vepraskas,Paul Michael",10,9,90.0%,3.953,6,1,,,,,,,,,,,,,,2
Fall 2016,Arch&UrbPl,Urban Planning, 794,Course Total,Course Total,10,9,90.0%,3.953,6,1,,,,,,,,,,,,,,2
Fall 2016,Arch&UrbPl,Urban Planning, 810,001,"White,Sammis B",15,15,100.0%,3.736,3,12,,,,,,,,,,,,,,
Fall 2016,Arch&UrbPl,Urban Planning, 810,Course Total,Course Total,15,15,100.0%,3.736,3,12,,,,,,,,,,,,,,
Fall 2016,Arts,Art and Design, 100,001,"Deal,Raoul G",231,209,90.5%,2.434,25,18,22,28,16,25,24,9,11,2,7,22,12,,,
Fall 2016,Arts,Art and Design, 100,Course Total,Course Total,231,209,90.5%,2.434,25,18,22,28,16,25,24,9,11,2,7,22,12,,,
Fall 2016,Arts,Art and Design, 101,801,"Walsh,Shane M",18,16,88.9%,3.229,5,2,4,2,1,1,,,,,,1,2,,,
Fall 2016,Arts,Art and Design, 101,802,"Prosen,Deidre Rachel",18,17,94.4%,3.491,1,9,4,3,,,,,,,,,1,,,
Fall 2016,Arts,Art and Design, 101,803,"Giese,Kevin G",18,17,94.4%,3.058,4,2,6,2,1,,,,,,,2,1,,,
Fall 2016,Arts,Art and Design, 101,804,"Prosen,Deidre Rachel",17,16,94.1%,3.376,2,5,5,1,3,,,,,,,,,,,
Fall 2016,Arts,Art and Design, 101,805,"Stromme,Patrick Aaron",19,19,100.0%,3.194,5,4,1,4,2,,1,2,,,,,,,,
Fall 2016,Arts,Art and Design, 101,806,"Beck,Rosalie A",17,17,100.0%,3.411,6,2,3,4,,2,,,,,,,,,,
Fall 2016,Arts,Art and Design, 101,807,"Beck,Rosalie A",12,11,91.7%,3.334,3,1,3,1,3,,,,,,,,,,,
Fall 2016,Arts,Art and Design, 101,808,"Giese,Kevin G",18,17,94.4%,3.314,7,2,1,2,2,2,,1,,,,,,,,
Fall 2016,Arts,Art and Design, 101,809,"Walsh,Shane M",15,12,80.0%,3.640,2,7,3,,,,,,,,,,1,,,
Fall 2016,Arts,Art and Design, 101,Course Total,Course Total,152,142,93.4%,3.327,35,34,30,19,12,5,1,3,,,,3,5,,,
Fall 2016,Arts,Art and Design, 106,001,"Osborne,Mary Jo",229,214,93.4%,2.750,45,29,16,38,24,8,15,4,5,8,1,21,5,,,
Fall 2016,Arts,Art and Design, 106,Course Total,Course Total,229,214,93.4%,2.750,45,29,16,38,24,8,15,4,5,8,1,21,5,,,
Fall 2016,Arts,Art and Design, 107,291,"Driscoll Jr,Michael Lee",13,9,69.2%,1.630,1,1,,,,2,,1,,,1,3,2,,,
Fall 2016,Arts,Art and Design, 107,505,"Stromme,Patrick Aaron",6,5,83.3%,3.200,3,,,,,,2,,,,,,1,,,
Fall 2016,Arts,Art and Design, 107,507,"Beck,Rosalie A",9,8,88.9%,2.958,1,1,3,2,,,,,,,,1,,,,
Fall 2016,Arts,Art and Design, 107,508,"Giese,Kevin G",6,6,100.0%,2.612,1,1,1,1,,,,1,,,,1,,,,
Fall 2016,Arts,Art and Design, 107,509,"Walsh,Shane M",6,6,100.0%,3.333,,2,3,,1,,,,,,,,,,,
Fall 2016,Arts,Art and Design, 107,518,"Taylor,Scott David",14,14,100.0%,3.952,13,,1,,,,,,,,,,,,,
Fall 2016,Arts,Art and Design, 107,519,"Berens,Emily M",14,14,100.0%,4.000,14,,,,,,,,,,,,,,,
Fall 2016,Arts,Art and Design, 107,Course Total,Course Total,68,62,91.2%,3.247,33,5,8,3,1,2,2,2,,,1,5,3,,,
Fall 2016,Arts,Art and Design, 108,801,"Hayes,Cynthia S",25,24,96.0%,3.125,6,3,4,3,4,3,,,,,,1,1,,,
Fall 2016,Arts,Art and Design, 108,802,"Wagner Lawler,Melissa Linda",20,19,95.0%,2.858,1,2,5,5,,3,1,,1,1,,,,,,
Fall 2016,Arts,Art and Design, 108,803,"Wagner Lawler,Melissa Linda",24,20,83.3%,3.084,3,4,6,2,2,,,1,,2,,,2,,,
Fall 2016,Arts,Art and Design, 108,804,"Hayes,Cynthia S",25,25,100.0%,2.973,8,3,3,1,2,3,1,1,1,1,,1,,,,
Fall 2016,Arts,Art and Design, 108,805,"Schreiber Johnson,Leah R",22,20,90.9%,3.150,5,5,4,1,1,1,1,,1,,,1,,,,
Fall 2016,Arts,Art and Design, 108,806,"Manners,Zachary Evan",20,19,95.0%,2.386,,2,4,2,4,2,,2,,,,3,1,,,
Fall 2016,Arts,Art and Design, 108,Course Total,Course Total,136,127,93.4%,2.942,23,19,26,14,13,12,3,4,3,4,,6,4,,,
Fall 2016,Arts,Art and Design, 109,801,"Chi,Raymond D",14,12,85.7%,3.085,4,2,,2,1,,,3,,,,,1,,,
Fall 2016,Arts,Art and Design, 109,802,"Chi,Raymond D",14,13,92.9%,2.719,1,4,1,3,1,,,1,,,,2,1,,,
Fall 2016,Arts,Art and Design, 109,803,"Voegele,Stephanie Lynn",8,6,75.0%,3.055,1,1,1,1,,1,1,,,,,,,,,
Fall 2016,Arts,Art and Design, 109,804,"Rex,Elizabeth A",13,13,100.0%,3.615,6,2,2,3,,,,,,,,,,,,
Fall 2016,Arts,Art and Design, 109,805,"Martin Meurer,Kathryn E",13,13,100.0%,3.334,2,3,2,5,1,,,,,,,,,,,
Fall 2016,Arts,Art and Design, 109,806,"Martin Meurer,Kathryn E",14,14,100.0%,2.929,1,4,2,4,,,1,1,,,,1,,,,
Fall 2016,Arts,Art and Design, 109,Course Total,Course Total,76,71,93.4%,3.127,15,16,8,18,3,1,2,5,,,,3,2,,,
Fall 2016,Arts,Art and Design, 118,401,"Willey,Christopher Robert",174,166,95.4%,2.988,49,26,29,12,9,7,8,4,2,2,2,15,6,,,1
Fall 2016,Arts,Art and Design, 118,Course Total,Course Total,174,166,95.4%,2.988,49,26,29,12,9,7,8,4,2,2,2,15,6,,,1
Fall 2016,Arts,Art and Design, 124,001,"Stroeh,Jason David",94,86,91.5%,2.124,3,7,9,11,10,8,7,8,4,2,3,14,4,,,
Fall 2016,Arts,Art and Design, 124,Course Total,Course Total,94,86,91.5%,2.124,3,7,9,11,10,8,7,8,4,2,3,14,4,,,
Fall 2016,Arts,Art and Design, 150,291,"Johnston,Tamara K",23,14,60.9%,2.356,4,,3,,1,1,1,,,,,4,5,,,
Fall 2016,Arts,Art and Design, 150,292,"Wait,Chelsea Alison",25,20,80.0%,3.711,13,1,,,,,,,,,,1,1,,,5
Fall 2016,Arts,Art and Design, 150,803,"Ridgway,Nicole S",17,17,100.0%,3.393,7,5,,3,,1,,,,,,1,,,,
Fall 2016,Arts,Art and Design, 150,804,"Lampert,Nicolas R",18,16,88.9%,3.666,13,,2,,,,,,,,,1,,,,
Fall 2016,Arts,Art and Design, 150,Course Total,Course Total,83,67,80.7%,3.306,37,6,5,3,1,2,1,,,,,7,6,,,5
Fall 2016,Arts,Art and Design, 152,291,"Mougel,Joseph P",47,36,76.6%,2.204,4,5,4,5,2,,2,4,,,1,9,5,,,
Fall 2016,Arts,Art and Design, 152,Course Total,Course Total,47,36,76.6%,2.204,4,5,4,5,2,,2,4,,,1,9,5,,,
Fall 2016,Arts,Art and Design, 201,802,"Vansen,Leslie Loomis",21,18,85.7%,2.889,4,2,2,5,1,,,2,,1,,1,2,,,
Fall 2016,Arts,Art and Design, 201,Course Total,Course Total,21,18,85.7%,2.889,4,2,2,5,1,,,2,,1,,1,2,,,
Fall 2016,Arts,Art and Design, 212,801,"Berens,Emily M",19,17,89.5%,3.746,8,7,1,,1,,,,,,,,,,,
Fall 2016,Arts,Art and Design, 212,Course Total,Course Total,19,17,89.5%,3.746,8,7,1,,1,,,,,,,,,,,
Fall 2016,Arts,Art and Design, 221,801,"Lemere,Steven P",15,14,93.3%,3.691,10,,1,1,2,,,,,,,,1,,,
Fall 2016,Arts,Art and Design, 221,802,"Lemere,Steven P",12,12,100.0%,3.139,5,1,2,,2,,1,,,,,1,,,,
Fall 2016,Arts,Art and Design, 221,803,"Lemere,Steven P",15,15,100.0%,3.090,5,2,1,,4,,2,,,1,,,,,,
Fall 2016,Arts,Art and Design, 221,Course Total,Course Total,42,41,97.6%,3.310,20,3,4,1,8,,3,,,1,,1,1,,,
Fall 2016,Arts,Art and Design, 223,801,"Decker,Amy M",13,13,100.0%,2.694,1,4,1,1,1,,2,2,,,,1,,,,
Fall 2016,Arts,Art and Design, 223,Course Total,Course Total,13,13,100.0%,2.694,1,4,1,1,1,,2,2,,,,1,,,,
Fall 2016,Arts,Art and Design, 227,803,"Decker,Amy M",6,6,100.0%,2.777,,1,2,,1,1,,,1,,,,,,,
Fall 2016,Arts,Art and Design, 227,Course Total,Course Total,6,6,100.0%,2.777,,1,2,,1,1,,,1,,,,,,,
Fall 2016,Arts,Art and Design, 231,801,"Bertsch,Jamie Lea",18,18,100.0%,3.815,14,1,1,1,1,,,,,,,,,,,
Fall 2016,Arts,Art and Design, 231,802,"Bertsch,Jamie Lea",18,17,94.4%,3.726,14,2,,,,,,,,,,1,,,,
Fall 2016,Arts,Art and Design, 231,Course Total,Course Total,36,35,97.2%,3.772,28,3,1,1,1,,,,,,,1,,,,
Fall 2016,Arts,Art and Design, 243,801,"Vansen,Leslie Loomis",19,17,89.5%,3.438,6,2,3,2,2,1,,,,,,,2,,,1
Fall 2016,Arts,Art and Design, 243,802,"Knight,Kay L",21,19,90.5%,3.438,10,1,3,3,1,,,,,,,1,2,,,
Fall 2016,Arts,Art and Design, 243,Course Total,Course Total,40,36,90.0%,3.438,16,3,6,5,3,1,,,,,,1,4,,,1
Fall 2016,Arts,Art and Design, 253,801,"Massey,Kayla Marie",13,12,92.3%,3.501,,7,4,1,,,,,,,,,1,,,
Fall 2016,Arts,Art and Design, 253,802,"Morris,Allen Bert",13,13,100.0%,2.768,1,1,6,1,2,,,,,,,2,,,,
Fall 2016,Arts,Art and Design, 253,803,"Morris,Allen Bert",12,11,91.7%,3.151,1,4,3,,,2,,,1,,,,,,,
Fall 2016,Arts,Art and Design, 253,Course Total,Course Total,38,36,94.7%,3.129,2,12,13,2,2,2,,,1,,,2,1,,,
Fall 2016,Arts,Art and Design, 261,801,"Williams,Glenn W",14,14,100.0%,2.786,3,2,2,1,1,1,,3,,,,1,,,,
Fall 2016,Arts,Art and Design, 261,802,,14,14,100.0%,3.691,10,2,1,,,,,,,1,,,,,,
Fall 2016,Arts,Art and Design, 261,Course Total,Course Total,28,28,100.0%,3.239,13,4,3,1,1,1,,3,,1,,1,,,,
Fall 2016,Arts,Art and Design, 271,801,"Voegele,Stephanie Lynn",10,10,100.0%,2.767,,1,1,3,2,1,2,,,,,,,,,
Fall 2016,Arts,Art and Design, 271,802,"Voegele,Stephanie Lynn",11,11,100.0%,2.819,,2,2,1,3,1,1,1,,,,,,,,
Fall 2016,Arts,Art and Design, 271,Course Total,Course Total,21,21,100.0%,2.794,,3,3,4,5,2,3,1,,,,,,,,
Fall 2016,Arts,Art and Design, 277,801,"Driver,Caitlin Marie",20,19,95.0%,2.859,4,3,4,2,,,4,,,,,2,,,,
Fall 2016,Arts,Art and Design, 277,Course Total,Course Total,20,19,95.0%,2.859,4,3,4,2,,,4,,,,,2,,,,
Fall 2016,Arts,Art and Design, 278,501,"Williams,Glenn W",12,12,100.0%,3.139,1,3,2,4,,1,,1,,,,,,,,
Fall 2016,Arts,Art and Design, 278,Course Total,Course Total,12,12,100.0%,3.139,1,3,2,4,,1,,1,,,,,,,,
Fall 2016,Arts,Art and Design, 281,801,"Bender,John T",14,12,85.7%,3.778,8,2,,2,,,,,,,,,1,,,
Fall 2016,Arts,Art and Design, 281,803,"Bender,John T",14,12,85.7%,3.435,4,5,,,,,,,,,,1,2,,,2
Fall 2016,Arts,Art and Design, 281,Course Total,Course Total,28,24,85.7%,3.622,12,7,,2,,,,,,,,1,3,,,2
Fall 2016,Arts,Art and Design, 291,801,"Brinich-Langlois,Cynthia A",14,14,100.0%,2.834,2,4,2,1,2,,1,,,,,2,,,,
Fall 2016,Arts,Art and Design, 291,802,"Lampert,Nicolas R",16,16,100.0%,3.729,11,,3,1,1,,,,,,,,,,,
Fall 2016,Arts,Art and Design, 291,Course Total,Course Total,30,30,100.0%,3.311,13,4,5,2,3,,1,,,,,2,,,,
Fall 2016,Arts,Art and Design, 302,296,"Estes,Max J",11,10,90.9%,3.235,3,3,1,,2,,,,,,1,,,,,
Fall 2016,Arts,Art and Design, 302,Course Total,Course Total,11,10,90.9%,3.235,3,3,1,,2,,,,,,1,,,,,
Fall 2016,Arts,Art and Design, 309,001,"Lampert,Nicolas R",78,72,92.3%,2.968,24,7,5,12,3,5,5,4,1,1,1,4,3,,,
