Stu Strm Ldesc,Ag Area Sdesc,Cla Subject Ldesc,Cla Catalog Nbr,Cla Class Section,Cla Instructor Name,Official Enrollmt,Grades Received,Grades Pct of Enrolled,gpa,A,A-,B+,B,B- ,C+,C,C- ,D+,D,D- ,"F, F+",W,Cr,Nc,Other
Fall 2016,L&S,Biological Sciences, 150,402,"Ramakrishnan,Selvakumar",188,179,95.2%,2.855,39,16,18,26,23,17,24,3,,3,2,8,5,,,
Fall 2016,L&S,Biological Sciences, 150,403,"Saffarini,Daad A",64,57,89.1%,2.766,11,5,6,9,5,9,7,,,,,5,6,,,
Fall 2016,L&S,Biological Sciences, 150,Course Total,Course Total,449,424,94.4%,2.745,68,46,36,61,59,43,66,12,3,5,2,23,13,,,
Fall 2016,L&S,Biological Sciences, 152,401,"Bott,Terry",210,195,92.9%,2.263,12,18,10,17,25,27,30,13,14,8,4,16,8,,1,
Fall 2016,L&S,Biological Sciences, 152,Course Total,Course Total,210,195,92.9%,2.263,12,18,10,17,25,27,30,13,14,8,4,16,8,,1,
Fall 2016,L&S,Biological Sciences, 202,401,"Petto,Andrew J",243,235,96.7%,2.971,60,32,37,31,15,15,10,5,9,2,2,15,4,,,2
Fall 2016,L&S,Biological Sciences, 202,402,"Petto,Andrew J",233,214,91.8%,2.497,34,20,31,31,12,18,5,8,5,7,4,33,12,,,6
Fall 2016,L&S,Biological Sciences, 202,403,"Lee,Geoffrey",265,245,92.5%,2.180,20,13,25,30,29,20,24,13,14,16,7,34,15,,,
Fall 2016,L&S,Biological Sciences, 202,Course Total,Course Total,741,694,93.7%,2.545,114,65,93,92,56,53,39,26,28,25,13,82,31,,,8
Fall 2016,L&S,Biological Sciences, 203,401,"Hutchins,William Cortrell",278,270,97.1%,2.363,13,10,10,36,59,62,53,,,,,27,6,,,
Fall 2016,L&S,Biological Sciences, 203,Course Total,Course Total,278,270,97.1%,2.363,13,10,10,36,59,62,53,,,,,27,6,,,
Fall 2016,L&S,Biological Sciences, 206,201,"Bott,Terry",40,39,97.5%,2.983,8,6,5,7,1,5,2,3,1,,,1,,,,
Fall 2016,L&S,Biological Sciences, 206,Course Total,Course Total,40,39,97.5%,2.983,8,6,5,7,1,5,2,3,1,,,1,,,,
Fall 2016,L&S,Biological Sciences, 310,401,"Barbosa,Flavia A",89,86,96.6%,2.868,15,11,14,13,8,9,7,2,,1,,6,2,,,
Fall 2016,L&S,Biological Sciences, 310,Course Total,Course Total,89,86,96.6%,2.868,15,11,14,13,8,9,7,2,,1,,6,2,,,
Fall 2016,L&S,Biological Sciences, 315,001,"Zhao,Dazhong",108,101,93.5%,2.838,15,8,11,28,9,7,14,5,,,,4,3,,,
Fall 2016,L&S,Biological Sciences, 315,Course Total,Course Total,108,101,93.5%,2.838,15,8,11,28,9,7,14,5,,,,4,3,,,
Fall 2016,L&S,Biological Sciences, 316,601,"Oliver,Julie A",30,25,83.3%,2.826,3,3,4,8,,2,2,1,,,,2,2,,,
Fall 2016,L&S,Biological Sciences, 316,602,"Oliver,Julie A",13,12,92.3%,3.306,6,,,4,,,1,1,,,,,1,,,
Fall 2016,L&S,Biological Sciences, 316,Course Total,Course Total,43,37,86.0%,2.982,9,3,4,12,,2,3,2,,,,2,3,,,
Fall 2016,L&S,Biological Sciences, 325,401,"Kuchin,Sergei V",168,161,95.8%,2.850,38,12,13,31,17,5,25,4,,8,3,4,3,,,1
Fall 2016,L&S,Biological Sciences, 325,Course Total,Course Total,168,161,95.8%,2.850,38,12,13,31,17,5,25,4,,8,3,4,3,,,1
Fall 2016,L&S,Biological Sciences, 370,001,"Gutzman,Jennifer H",33,30,90.9%,2.575,6,2,,8,2,2,2,2,,2,,3,1,,,1
Fall 2016,L&S,Biological Sciences, 370,Course Total,Course Total,33,30,90.9%,2.575,6,2,,8,2,2,2,2,,2,,3,1,,,1
Fall 2016,L&S,Biological Sciences, 380,001,"Wimpee,Charles F",16,16,100.0%,4.000,16,,,,,,,,,,,,,,,
Fall 2016,L&S,Biological Sciences, 380,002,"Wimpee,Charles F",15,15,100.0%,4.000,15,,,,,,,,,,,,,,,
Fall 2016,L&S,Biological Sciences, 380,Course Total,Course Total,31,31,100.0%,4.000,31,,,,,,,,,,,,,,,
Fall 2016,L&S,Biological Sciences, 383,401,"Bardy,Sonia L",95,94,98.9%,2.660,8,11,13,20,7,8,9,6,3,5,,4,1,,,
Fall 2016,L&S,Biological Sciences, 383,Course Total,Course Total,95,94,98.9%,2.660,8,11,13,20,7,8,9,6,3,5,,4,1,,,
Fall 2016,L&S,Biological Sciences, 401,001,"Steeber,Douglas A",48,37,77.1%,2.306,5,3,3,5,1,3,5,2,1,2,1,5,9,,,1
Fall 2016,L&S,Biological Sciences, 401,Course Total,Course Total,48,37,77.1%,2.306,5,3,3,5,1,3,5,2,1,2,1,5,9,,,1
Fall 2016,L&S,Biological Sciences, 406,601,"Berges,John A",36,33,91.7%,2.969,8,5,4,2,2,4,4,1,3,,,,2,,,
Fall 2016,L&S,Biological Sciences, 406,Course Total,Course Total,36,33,91.7%,2.969,8,5,4,2,2,4,4,1,3,,,,2,,,
Fall 2016,L&S,Biological Sciences, 430,401,"Strickler,Johann Rudolf",59,57,96.6%,3.834,33,13,5,1,,,,,,,,,1,,,5
Fall 2016,L&S,Biological Sciences, 430,Course Total,Course Total,59,57,96.6%,3.834,33,13,5,1,,,,,,,,,1,,,5
Fall 2016,L&S,Biological Sciences, 455,001,"Udvadia,Ava J",23,19,82.6%,2.719,4,1,,7,1,2,1,,,1,1,1,2,,,
Fall 2016,L&S,Biological Sciences, 455,Course Total,Course Total,23,19,82.6%,2.719,4,1,,7,1,2,1,,,1,1,1,2,,,
Fall 2016,L&S,Biological Sciences, 465,001,"Dunn,Peter O",70,67,95.7%,3.364,36,1,4,10,6,2,3,2,,1,,1,1,,,1
Fall 2016,L&S,Biological Sciences, 465,Course Total,Course Total,70,67,95.7%,3.364,36,1,4,10,6,2,3,2,,1,,1,1,,,1
Fall 2016,L&S,Biological Sciences, 498,001,"Quinn,Christopher C",8,7,87.5%,3.620,4,2,,,,,1,,,,,,,,,
Fall 2016,L&S,Biological Sciences, 498,Course Total,Course Total,8,7,87.5%,3.620,4,2,,,,,1,,,,,,,,,
Fall 2016,L&S,Biological Sciences, 501,401,"Young,Erica B",18,17,94.4%,3.235,8,1,2,,2,2,,1,,1,,,1,,,
Fall 2016,L&S,Biological Sciences, 501,Course Total,Course Total,18,17,94.4%,3.235,8,1,2,,2,2,,1,,1,,,1,,,
Fall 2016,L&S,Biological Sciences, 502,401,"Alberto,Filipe Aos",15,14,93.3%,3.571,9,,3,1,,,,,,1,,,,,,
Fall 2016,L&S,Biological Sciences, 502,Course Total,Course Total,15,14,93.3%,3.571,9,,3,1,,,,,,1,,,,,,
Fall 2016,L&S,Biological Sciences, 505,001,"Karron,Jeffrey D",38,37,97.4%,3.305,11,5,10,4,,5,1,,,1,,,1,,,
Fall 2016,L&S,Biological Sciences, 505,Course Total,Course Total,38,37,97.4%,3.305,11,5,10,4,,5,1,,,1,,,1,,,
Fall 2016,L&S,Biological Sciences, 529,001,"Forst,Steven A",26,25,96.2%,2.680,5,2,3,3,5,2,,1,,1,,3,1,,,
Fall 2016,L&S,Biological Sciences, 529,Course Total,Course Total,26,25,96.2%,2.680,5,2,3,3,5,2,,1,,1,,3,1,,,
Fall 2016,L&S,Biological Sciences, 536,001,"McBride,Mark J",16,16,100.0%,3.624,9,1,5,,,,,1,,,,,,,,
Fall 2016,L&S,Biological Sciences, 536,Course Total,Course Total,16,16,100.0%,3.624,9,1,5,,,,,1,,,,,,,,
Fall 2016,L&S,Biological Sciences, 539,401,"Wimpee,Charles F",22,21,95.5%,3.668,12,5,,2,1,,1,,,,,,,,,
Fall 2016,L&S,Biological Sciences, 539,Course Total,Course Total,22,21,95.5%,3.668,12,5,,2,1,,1,,,,,,,,,
Fall 2016,L&S,Biological Sciences, 542,001,"Owen,Heather A",8,8,100.0%,3.094,3,,,2,,1,,,1,,,,,,,1
Fall 2016,L&S,Biological Sciences, 542,Course Total,Course Total,8,8,100.0%,3.094,3,,,2,,1,,,1,,,,,,,1
Fall 2016,L&S,Biological Sciences, 543,801,"Owen,Heather A",8,8,100.0%,3.584,6,,,1,,,,1,,,,,,,,
Fall 2016,L&S,Biological Sciences, 543,Course Total,Course Total,8,8,100.0%,3.584,6,,,1,,,,1,,,,,,,,
Fall 2016,L&S,Biological Sciences, 562,101,"Meyer,Gretchen A",9,9,100.0%,3.370,5,1,2,,,,,,,,,1,,,,
Fall 2016,L&S,Biological Sciences, 562,Course Total,Course Total,9,9,100.0%,3.370,5,1,2,,,,,,,,,1,,,,
Fall 2016,L&S,Biological Sciences, 566,001,"Gutzman,Jennifer H",22,17,77.3%,2.903,1,5,1,3,1,1,4,1,,,,,2,,,
Fall 2016,L&S,Biological Sciences, 566,Course Total,Course Total,22,17,77.3%,2.903,1,5,1,3,1,1,4,1,,,,,2,,,
Fall 2016,L&S,Biological Sciences, 572,001,"Dey,Madhusudan",10,8,80.0%,3.144,2,2,,,1,,2,,,,,,,,,1
Fall 2016,L&S,Biological Sciences, 572,Course Total,Course Total,10,8,80.0%,3.144,2,2,,,1,,2,,,,,,,,,1
Fall 2016,L&S,Biological Sciences, 670,001,"Hoebel,Gerlinde",18,18,100.0%,3.463,10,3,1,1,,1,1,,,,1,,,,,
Fall 2016,L&S,Biological Sciences, 670,002,"Forst,Steven A",15,14,93.3%,3.882,9,5,,,,,,,,,,,,,,
Fall 2016,L&S,Biological Sciences, 670,Course Total,Course Total,33,32,97.0%,3.647,19,8,1,1,,1,1,,,,1,,,,,
Fall 2016,L&S,Biological Sciences, 672,001,"Orlova,Marianna",7,7,100.0%,4.000,7,,,,,,,,,,,,,,,
Fall 2016,L&S,Biological Sciences, 672,Course Total,Course Total,7,7,100.0%,4.000,7,,,,,,,,,,,,,,,
Fall 2016,L&S,Biological Sciences, 900,001,"Zhao,Dazhong",24,24,100.0%,3.797,21,,1,,,,,,,,,1,,,,1
Fall 2016,L&S,Biological Sciences, 900,Course Total,Course Total,24,24,100.0%,3.797,21,,1,,,,,,,,,1,,,,1
Fall 2016,L&S,Biological Sciences, 925,001,"Steeber,Douglas A",9,9,100.0%,4.000,9,,,,,,,,,,,,,,,
Fall 2016,L&S,Biological Sciences, 925,002,"Prasad,Gyaneshwar",7,7,100.0%,4.000,7,,,,,,,,,,,,,,,
Fall 2016,L&S,Biological Sciences, 925,Course Total,Course Total,16,16,100.0%,4.000,16,,,,,,,,,,,,,,,
Fall 2016,L&S,Biological Sciences, 929,001,"Rodriguez Sevilla,Rafael L",7,7,100.0%,4.000,7,,,,,,,,,,,,,,,
Fall 2016,L&S,Biological Sciences, 929,Course Total,Course Total,7,7,100.0%,4.000,7,,,,,,,,,,,,,,,
Fall 2016,L&S,Celtic Studies, 103,001,"Ni Chiardha,Bairbre C",10,10,100.0%,3.571,4,1,1,,,,1,,,,,,,,1,2
Fall 2016,L&S,Celtic Studies, 103,002,"Ni Chiardha,Bairbre C",7,6,85.7%,3.835,2,2,,,,,,,,,,,,,,2
Fall 2016,L&S,Celtic Studies, 103,Course Total,Course Total,17,16,94.1%,3.667,6,3,1,,,,1,,,,,,,,1,4
Fall 2016,L&S,Celtic Studies, 133,001,"Ni Chiardha,Bairbre C",25,24,96.0%,2.621,6,,3,,6,3,,,,,1,3,,,,2
Fall 2016,L&S,Celtic Studies, 133,Course Total,Course Total,25,24,96.0%,2.621,6,,3,,6,3,,,,,1,3,,,,2
Fall 2016,L&S,Celtic Studies, 203,001,"Ni Chiardha,Bairbre C",7,6,85.7%,3.668,1,2,1,,,,,,,,,,1,,,2
Fall 2016,L&S,Celtic Studies, 203,Course Total,Course Total,7,6,85.7%,3.668,1,2,1,,,,,,,,,,1,,,2
Fall 2016,L&S,Chemistry and Biochemistry, 100,401,"Carlson,Christine A",199,188,94.5%,2.435,31,17,21,21,17,13,24,,6,3,2,32,8,,,1
Fall 2016,L&S,Chemistry and Biochemistry, 100,402,"Sorensen,Thomas E",178,172,96.6%,2.529,21,17,23,18,18,16,25,,7,10,5,12,5,,,
Fall 2016,L&S,Chemistry and Biochemistry, 100,403,"Carlson,Christine A",197,180,91.4%,2.322,17,11,13,33,20,10,36,,6,10,1,23,13,,,
Fall 2016,L&S,Chemistry and Biochemistry, 100,404,"Blecking,Anja",89,86,96.6%,2.795,13,13,10,10,9,12,11,,1,2,,5,3,,,
Fall 2016,L&S,Chemistry and Biochemistry, 100,Course Total,Course Total,663,626,94.4%,2.478,82,58,67,82,64,51,96,,20,25,8,72,29,,,1
Fall 2016,L&S,Chemistry and Biochemistry, 101,401,"Freschl,Gloria B",125,117,93.6%,2.644,39,3,4,18,,10,18,1,,14,,10,7,,,
Fall 2016,L&S,Chemistry and Biochemistry, 101,402,"Freschl,Gloria B",81,77,95.1%,2.478,16,3,10,9,1,2,19,1,,6,,9,3,,,1
Fall 2016,L&S,Chemistry and Biochemistry, 101,Course Total,Course Total,206,194,94.2%,2.578,55,6,14,27,1,12,37,2,,20,,19,10,,,1
Fall 2016,L&S,Chemistry and Biochemistry, 102,401,"Murphy,Kristen L",181,158,87.3%,1.894,19,2,9,23,2,10,29,,7,19,3,35,11,,,
Fall 2016,L&S,Chemistry and Biochemistry, 102,402,"Murphy,Kristen L",156,132,84.6%,1.989,25,3,3,8,2,14,26,,11,11,3,26,12,,,
Fall 2016,L&S,Chemistry and Biochemistry, 102,Course Total,Course Total,337,290,86.1%,1.937,44,5,12,31,4,24,55,,18,30,6,61,23,,,
Fall 2016,L&S,Chemistry and Biochemistry, 103,401,"Freschl,Gloria B",82,79,96.3%,2.604,23,6,,14,5,1,14,,,6,,10,,,,
Fall 2016,L&S,Chemistry and Biochemistry, 103,Course Total,Course Total,82,79,96.3%,2.604,23,6,,14,5,1,14,,,6,,10,,,,
Fall 2016,L&S,Chemistry and Biochemistry, 104,401,"Carlson,Christine A",200,187,93.5%,2.618,27,14,18,25,22,23,35,,6,5,,12,8,,,
Fall 2016,L&S,Chemistry and Biochemistry, 104,Course Total,Course Total,200,187,93.5%,2.618,27,14,18,25,22,23,35,,6,5,,12,8,,,
Fall 2016,L&S,Chemistry and Biochemistry, 105,401,"Sorensen,Thomas E",167,161,96.4%,2.627,20,13,24,18,14,19,21,15,6,4,1,6,2,,,
Fall 2016,L&S,Chemistry and Biochemistry, 105,Course Total,Course Total,167,161,96.4%,2.627,20,13,24,18,14,19,21,15,6,4,1,6,2,,,
Fall 2016,L&S,Chemistry and Biochemistry, 185,401,"Blecking,Anja",52,50,96.2%,2.966,8,6,8,9,3,9,5,1,,,,1,,,,
Fall 2016,L&S,Chemistry and Biochemistry, 185,Course Total,Course Total,52,50,96.2%,2.966,8,6,8,9,3,9,5,1,,,,1,,,,
Fall 2016,L&S,Chemistry and Biochemistry, 194,801,"Simon,Sandra Maria",8,7,87.5%,2.287,1,2,,1,,,,1,,,,2,1,,,
Fall 2016,L&S,Chemistry and Biochemistry, 194,Course Total,Course Total,8,7,87.5%,2.287,1,2,,1,,,,1,,,,2,1,,,
Fall 2016,L&S,Chemistry and Biochemistry, 221,401,"Dietz,Mark L",38,37,97.4%,2.541,3,1,1,8,9,5,4,2,3,,,1,1,,,
Fall 2016,L&S,Chemistry and Biochemistry, 221,Course Total,Course Total,38,37,97.4%,2.541,3,1,1,8,9,5,4,2,3,,,1,1,,,
Fall 2016,L&S,Chemistry and Biochemistry, 281,001,"Anapol,Fred C",7,7,100.0%,2.667,1,,,4,,,,1,,1,,,,,,
Fall 2016,L&S,Chemistry and Biochemistry, 281,Course Total,Course Total,7,7,100.0%,2.667,1,,,4,,,,1,,1,,,,,,
Fall 2016,L&S,Chemistry and Biochemistry, 311,001,"Pacheco,Arsenio Andrew",26,26,100.0%,2.885,8,,1,7,3,2,3,,,,,2,,,,
Fall 2016,L&S,Chemistry and Biochemistry, 311,Course Total,Course Total,26,26,100.0%,2.885,8,,1,7,3,2,3,,,,,2,,,,
Fall 2016,L&S,Chemistry and Biochemistry, 341,001,"Peng,Xiaohua",48,48,100.0%,3.077,18,1,7,4,4,6,3,,,3,,1,,,,1
Fall 2016,L&S,Chemistry and Biochemistry, 341,Course Total,Course Total,48,48,100.0%,3.077,18,1,7,4,4,6,3,,,3,,1,,,,1
Fall 2016,L&S,Chemistry and Biochemistry, 342,801,"Altan,Ali Ihsan",12,12,100.0%,3.250,2,3,3,3,,,,,,1,,,,,,
Fall 2016,L&S,Chemistry and Biochemistry, 342,802,"Ahmed,Taukir",6,6,100.0%,3.667,3,1,1,1,,,,,,,,,,,,
Fall 2016,L&S,Chemistry and Biochemistry, 342,804,"Ali,Md Shahnawaz",8,8,100.0%,3.500,2,2,2,2,,,,,,,,,,,,
Fall 2016,L&S,Chemistry and Biochemistry, 342,Course Total,Course Total,26,26,100.0%,3.423,7,6,6,6,,,,,,1,,,,,,
Fall 2016,L&S,Chemistry and Biochemistry, 343,001,"Arnold,Alexander E",162,146,90.1%,2.276,31,1,2,25,2,7,41,,,17,,19,11,,,1
Fall 2016,L&S,Chemistry and Biochemistry, 343,Course Total,Course Total,162,146,90.1%,2.276,31,1,2,25,2,7,41,,,17,,19,11,,,1
Fall 2016,L&S,Chemistry and Biochemistry, 344,801,"Banisadr,Seyedali",12,12,100.0%,3.444,3,2,3,4,,,,,,,,,,,,
Fall 2016,L&S,Chemistry and Biochemistry, 344,802,"Jahan,Khorshada",13,12,92.3%,3.417,4,3,3,1,,,,,,1,,,1,,,
Fall 2016,L&S,Chemistry and Biochemistry, 344,803,"Rashid,Farjana",14,12,85.7%,3.723,5,5,1,1,,,,,,,,,,,,
Fall 2016,L&S,Chemistry and Biochemistry, 344,804,"Ahmed,Shamsul Arefin",13,12,92.3%,3.528,4,2,3,3,,,,,,,,,1,,,
Fall 2016,L&S,Chemistry and Biochemistry, 344,805,"Rahaman,Md Mizzanoor",13,13,100.0%,3.590,4,4,3,2,,,,,,,,,,,,
Fall 2016,L&S,Chemistry and Biochemistry, 344,806,"Hossain,Farida Quader",9,9,100.0%,3.259,4,1,2,1,,,,,,,,1,,,,
Fall 2016,L&S,Chemistry and Biochemistry, 344,807,"Hossain,Farida Quader",9,9,100.0%,3.703,5,1,2,1,,,,,,,,,,,,
Fall 2016,L&S,Chemistry and Biochemistry, 344,808,"Oyefusi,Adebola Olatunji",14,12,85.7%,3.583,4,3,3,2,,,,,,,,,,,,
Fall 2016,L&S,Chemistry and Biochemistry, 344,Course Total,Course Total,97,91,93.8%,3.535,33,21,20,15,,,,,,1,,1,2,,,
Fall 2016,L&S,Chemistry and Biochemistry, 345,001,"Chen,Jian",141,132,93.6%,2.626,29,7,13,28,9,10,9,2,,9,,16,5,,,
Fall 2016,L&S,Chemistry and Biochemistry, 345,Course Total,Course Total,141,132,93.6%,2.626,29,7,13,28,9,10,9,2,,9,,16,5,,,
Fall 2016,L&S,Chemistry and Biochemistry, 381,001,"Indig,Guilherme L",15,14,93.3%,3.571,5,2,5,2,,,,,,,,,,,,
Fall 2016,L&S,Chemistry and Biochemistry, 381,Course Total,Course Total,15,14,93.3%,3.571,5,2,5,2,,,,,,,,,,,,
Fall 2016,L&S,Chemistry and Biochemistry, 501,001,"Moran,Graham R",158,147,93.0%,2.506,10,12,18,16,25,18,13,11,7,5,6,4,7,,1,1
Fall 2016,L&S,Chemistry and Biochemistry, 501,Course Total,Course Total,158,147,93.0%,2.506,10,12,18,16,25,18,13,11,7,5,6,4,7,,1,1
Fall 2016,L&S,Chemistry and Biochemistry, 524,001,"Aldstadt III,Joseph Howard",20,19,95.0%,3.148,6,1,1,7,1,,1,,,,,1,1,,,1
Fall 2016,L&S,Chemistry and Biochemistry, 524,Course Total,Course Total,20,19,95.0%,3.148,6,1,1,7,1,,1,,,,,1,1,,,1
Fall 2016,L&S,Chemistry and Biochemistry, 560,001,"Indig,Guilherme L",47,45,95.7%,2.526,9,5,5,7,5,1,1,1,,1,2,8,,,,
Fall 2016,L&S,Chemistry and Biochemistry, 560,Course Total,Course Total,47,45,95.7%,2.526,9,5,5,7,5,1,1,1,,1,2,8,,,,
Fall 2016,L&S,Chemistry and Biochemistry, 562,001,"Geissinger,Peter",13,13,100.0%,3.050,1,1,4,3,1,3,,,,,,,,,,
Fall 2016,L&S,Chemistry and Biochemistry, 562,Course Total,Course Total,13,13,100.0%,3.050,1,1,4,3,1,3,,,,,,,,,,
Fall 2016,L&S,Chemistry and Biochemistry, 563,801,"Praeger,Jerry David",14,14,100.0%,3.549,2,7,3,2,,,,,,,,,,,,
Fall 2016,L&S,Chemistry and Biochemistry, 563,Course Total,Course Total,14,14,100.0%,3.549,2,7,3,2,,,,,,,,,,,,
Fall 2016,L&S,Chemistry and Biochemistry, 582,801,"Ahmed Khan,Md Zubair",12,12,100.0%,3.696,3,7,2,,,,,,,,,,,,,
Fall 2016,L&S,Chemistry and Biochemistry, 582,Course Total,Course Total,12,12,100.0%,3.696,3,7,2,,,,,,,,,,,,,
Fall 2016,L&S,Chemistry and Biochemistry, 601,001,"Silvaggi,Nicholas R",38,32,84.2%,2.731,6,3,3,5,1,,8,2,2,,,1,6,,,1
Fall 2016,L&S,Chemistry and Biochemistry, 601,Course Total,Course Total,38,32,84.2%,2.731,6,3,3,5,1,,8,2,2,,,1,6,,,1
Fall 2016,L&S,Chemistry and Biochemistry, 603,802,"Vuksanovic,Nemanja",12,12,100.0%,3.612,3,5,3,1,,,,,,,,,,,,
Fall 2016,L&S,Chemistry and Biochemistry, 603,Course Total,Course Total,12,12,100.0%,3.612,3,5,3,1,,,,,,,,,,,,
Fall 2016,L&S,Chemistry and Biochemistry, 640,002,"Schwabacher,Alan W",16,16,100.0%,3.542,5,4,4,2,1,,,,,,,,,,,
Fall 2016,L&S,Chemistry and Biochemistry, 640,Course Total,Course Total,16,16,100.0%,3.542,5,4,4,2,1,,,,,,,,,,,
Fall 2016,L&S,Chemistry and Biochemistry, 662,001,"Woehl,Jorg C",12,12,100.0%,3.529,4,4,1,1,2,,,,,,,,,,,
Fall 2016,L&S,Chemistry and Biochemistry, 662,Course Total,Course Total,12,12,100.0%,3.529,4,4,1,1,2,,,,,,,,,,,
Fall 2016,L&S,Chemistry and Biochemistry, 741,002,"Hossain,M Mahmun",12,12,100.0%,3.514,6,,1,5,,,,,,,,,,,,
Fall 2016,L&S,Chemistry and Biochemistry, 741,Course Total,Course Total,12,12,100.0%,3.514,6,,1,5,,,,,,,,,,,,
Fall 2016,L&S,Chemistry and Biochemistry, 781,001,"Foersterling,Frank H",6,6,100.0%,3.780,2,4,,,,,,,,,,,,,,
Fall 2016,L&S,Chemistry and Biochemistry, 781,Course Total,Course Total,6,6,100.0%,3.780,2,4,,,,,,,,,,,,,,
Fall 2016,L&S,Chemistry and Biochemistry, 912,001,"Indig,Guilherme L",60,59,98.3%,3.598,2,,3,,,,,,,,,,,,2,52
Fall 2016,L&S,Chemistry and Biochemistry, 912,Course Total,Course Total,60,59,98.3%,3.598,2,,3,,,,,,,,,,,,2,52
Fall 2016,L&S,Chemistry and Biochemistry, 934,003,"Cook,James M",7,7,100.0%,4.000,7,,,,,,,,,,,,,,,
Fall 2016,L&S,Chemistry and Biochemistry, 934,Course Total,Course Total,7,7,100.0%,4.000,7,,,,,,,,,,,,,,,
Fall 2016,L&S,Chemistry and Biochemistry, 990,003,"Cook,James M",9,9,100.0%,,,,,,,,,,,,,,,,,9
Fall 2016,L&S,Chemistry and Biochemistry, 990,Course Total,Course Total,9,9,100.0%,,,,,,,,,,,,,,,,,9
Fall 2016,L&S,Chemistry and Biochemistry, 992,002,"Tysoe,Wilfred T",7,7,100.0%,,,,,,,,,,,,,,,,,7
Fall 2016,L&S,Chemistry and Biochemistry, 992,Course Total,Course Total,7,7,100.0%,,,,,,,,,,,,,,,,,7
Fall 2016,L&S,Chinese, 101,001,"Olson,Andrew S",16,14,87.5%,3.061,5,1,,2,,1,,1,,,,1,1,,,3
Fall 2016,L&S,Chinese, 101,002,"Olson,Andrew S",12,11,91.7%,3.364,7,,1,1,1,,,,,,,1,1,,,
Fall 2016,L&S,Chinese, 101,Course Total,Course Total,28,25,89.3%,3.212,12,1,1,3,1,1,,1,,,,2,2,,,3
Fall 2016,L&S,Chinese, 150,001,"Olson,Andrew S",25,25,100.0%,3.174,10,5,4,,2,1,,,,,,3,,,,
Fall 2016,L&S,Chinese, 150,Course Total,Course Total,25,25,100.0%,3.174,10,5,4,,2,1,,,,,,3,,,,
Fall 2016,L&S,Chinese, 160,001,"Wang,Xiaorong",26,26,100.0%,3.947,24,,,,1,,,,,,,,,1,,
Fall 2016,L&S,Chinese, 160,Course Total,Course Total,26,26,100.0%,3.947,24,,,,1,,,,,,,,,1,,
Fall 2016,L&S,Chinese, 201,001,"Wang,Xiaorong",15,15,100.0%,3.690,8,5,,,1,1,,,,,,,,,,
Fall 2016,L&S,Chinese, 201,Course Total,Course Total,15,15,100.0%,3.690,8,5,,,1,1,,,,,,,,,,
Fall 2016,L&S,Chinese, 301,001,"Olson,Andrew S",17,17,100.0%,3.392,7,4,2,2,,1,,,,,,1,,,,
Fall 2016,L&S,Chinese, 301,Course Total,Course Total,17,17,100.0%,3.392,7,4,2,2,,1,,,,,,1,,,,
Fall 2016,L&S,Chinese, 401,001,"Mar,Li ya",9,9,100.0%,2.959,4,1,,,,1,,1,,,,1,,,,1
Fall 2016,L&S,Chinese, 401,Course Total,Course Total,9,9,100.0%,2.959,4,1,,,,1,,1,,,,1,,,,1
Fall 2016,L&S,Classics, 101,001,"Tieszen,Bozena J",31,29,93.5%,3.095,8,4,2,,7,,2,,,,2,,1,,3,1
Fall 2016,L&S,Classics, 101,Course Total,Course Total,31,29,93.5%,3.095,8,4,2,,7,,2,,,,2,,1,,3,1
Fall 2016,L&S,Classics, 170,001,"Precourt,Bruce L",99,92,92.9%,2.693,6,8,19,10,14,13,5,6,1,4,,3,5,,,3
Fall 2016,L&S,Classics, 170,002,"Calkins,Renee M",70,64,91.4%,2.259,12,3,1,5,9,3,6,3,4,8,2,6,5,,,2
Fall 2016,L&S,Classics, 170,003,"Muse,Kevin B",90,81,90.0%,2.811,17,9,6,18,9,3,7,1,2,2,2,5,7,,,
Fall 2016,L&S,Classics, 170,204,"Porter,Andrew E",98,91,92.9%,2.494,17,6,11,16,5,6,8,2,2,1,3,14,4,,,
Fall 2016,L&S,Classics, 170,Course Total,Course Total,357,328,91.9%,2.583,52,26,37,49,37,25,26,12,9,15,7,28,21,,,5
Fall 2016,L&S,Classics, 201,001,"Calkins,Renee M",29,26,89.7%,2.692,7,5,4,1,,1,2,,,1,,5,1,,,
Fall 2016,L&S,Classics, 201,002,"Calkins,Renee M",33,32,97.0%,2.866,9,5,3,4,4,,,2,,,2,3,1,,,
Fall 2016,L&S,Classics, 201,Course Total,Course Total,62,58,93.5%,2.788,16,10,7,5,4,1,2,2,,1,2,8,2,,,
Fall 2016,L&S,Classics, 202,001,"Cova,Elisabetta",28,26,92.9%,2.321,4,4,2,3,2,2,1,,1,,1,6,1,,,
Fall 2016,L&S,Classics, 202,Course Total,Course Total,28,26,92.9%,2.321,4,4,2,3,2,2,1,,1,,1,6,1,,,
Fall 2016,L&S,Classics, 274,001,"Precourt,Bruce L",17,16,94.1%,2.689,2,,2,3,1,2,3,2,,,,,1,,,1
Fall 2016,L&S,Classics, 274,Course Total,Course Total,17,16,94.1%,2.689,2,,2,3,1,2,3,2,,,,,1,,,1
Fall 2016,L&S,Classics, 351,001,"Calkins,Renee M",12,10,83.3%,3.268,2,3,1,1,2,,1,,,,,,1,,,
Fall 2016,L&S,Classics, 351,Course Total,Course Total,12,10,83.3%,3.268,2,3,1,1,2,,1,,,,,,1,,,
